# H_star t_star theta0 t_p x_tp_over_tosc Ea3_PT Ea3_noPT f_anh_PT f_anh_noPT xi_DM nsteps_PT nsteps_noPT
1 0.5 0.7854 5.3367687006e-01 3.5578458004e-01 3.2098822348e-01 2.4019990449e-01 2.8109963768e+00 4.4640052771e-01 1.3363378481e+00 3939 3953
1 0.5 0.7854 5.5080605770e-01 3.6720403847e-01 3.2559841066e-01 2.4019990449e-01 2.7193992407e+00 4.4640052771e-01 1.3555309747e+00 3939 3953
1 0.5 0.7854 5.6848503321e-01 3.7899002214e-01 3.3046212137e-01 2.4019990449e-01 2.6322788304e+00 4.4640052771e-01 1.3757795702e+00 3939 3953
1 0.5 0.7854 5.8673144288e-01 3.9115429525e-01 3.3559268736e-01 2.4019990449e-01 2.5494247782e+00 4.4640052771e-01 1.3971391374e+00 3939 3953
1 0.5 0.7854 6.0556349939e-01 4.0370899960e-01 3.4100410710e-01 2.4019990449e-01 2.4706363810e+00 4.4640052771e-01 1.4196679546e+00 3939 3953
1 0.5 0.7854 6.2500000000e-01 4.1666666667e-01 3.4671107756e-01 2.4019990449e-01 2.3957221558e+00 4.4640052771e-01 1.4434272082e+00 3939 3953
1 0.5 0.7854 8.5531928615e-01 5.7021285743e-01 4.2315294164e-01 2.4019990449e-01 1.8263908580e+00 4.4640052771e-01 1.7616698996e+00 3938 3953
1 0.5 0.7854 1.1705137300e+00 7.8034248667e-01 5.5109397104e-01 2.4019990449e-01 1.4857633765e+00 4.4640052771e-01 2.2943138641e+00 3937 3953
1 0.5 0.7854 1.6018607488e+00 1.0679071658e+00 7.6298390487e-01 2.4019990449e-01 1.2848930928e+00 4.4640052771e-01 3.1764538229e+00 3937 3953
1 0.5 0.7854 2.1921638274e+00 1.4614425516e+00 1.1106842211e+00 2.4019990449e-01 1.1683416224e+00 4.4640052771e-01 4.6239994287e+00 3937 3953
1 0.5 0.7854 3.0000000000e+00 2.0000000000e+00 1.6769252137e+00 2.4019990449e-01 1.1018451647e+00 4.4640052771e-01 6.9813733577e+00 3937 3953
1 0.5 0.7854 4.3843276549e+00 2.9228851032e+00 2.8478097053e+00 2.4019990449e-01 1.0591201214e+00 4.4640052771e-01 1.1855998491e+01 3937 3953
1 0.5 0.7854 6.4074429951e+00 4.2716286634e+00 4.9324616337e+00 2.4019990449e-01 1.0383059596e+00 4.4640052771e-01 2.0534819296e+01 3937 3953
1 0.5 0.7854 9.3641098401e+00 6.2427398934e+00 8.6304925465e+00 2.4019990449e-01 1.0283112578e+00 4.4640052771e-01 3.5930457861e+01 3937 3953
1 0.5 0.7854 1.3685108578e+01 9.1234057189e+00 1.5177318349e+01 2.4019990449e-01 1.0235555795e+00 4.4640052771e-01 6.3186196438e+01 3937 3953
1 0.5 0.7854 2.0000000000e+01 1.3333333333e+01 2.6754980820e+01 2.4019990449e-01 1.0212884209e+00 4.4640052771e-01 1.1138630915e+02 3937 3953
1 0.5 0.7854 3.9487009717e+01 2.6324673144e+01 7.4106518780e+01 2.4019990449e-01 1.0196797625e+00 4.4640052771e-01 3.0852018421e+02 3937 3953
1 0.5 0.7854 7.7961196818e+01 5.1974131212e+01 2.0544481998e+02 2.4019990449e-01 1.0189812829e+00 4.4640052771e-01 8.5530766721e+02 3937 3953
1 0.5 0.7854 1.5392272681e+02 1.0261515121e+02 5.6950075375e+02 2.4019990449e-01 1.0181902594e+00 4.4640052771e-01 2.3709449634e+03 3937 3953
1 0.5 0.7854 3.0389741047e+02 2.0259827364e+02 1.5777590178e+03 2.4019990449e-01 1.0168079414e+00 4.4640052771e-01 6.5685247509e+03 3937 3953
1 0.5 0.7854 6.0000000000e+02 4.0000000000e+02 4.3671202296e+03 2.4019990449e-01 1.0145116311e+00 4.4640052771e-01 1.8181190533e+04 3937 3953
1 0.5 0.95 5.0100000000e-01 3.3400000000e-01 4.6477333461e-01 3.6020375875e-01 3.1331356140e+00 4.6871184668e-01 1.2903067315e+00 4214 4228
1 0.5 0.95 5.1708037277e-01 3.4472024851e-01 4.7075014436e-01 3.6020375875e-01 3.0265507500e+00 4.6871184668e-01 1.3068995893e+00 4214 4228
1 0.5 0.95 5.3367687006e-01 3.5578458004e-01 4.7705635811e-01 3.6020375875e-01 2.9251402662e+00 4.6871184668e-01 1.3244069406e+00 4214 4228
1 0.5 0.95 5.5080605770e-01 3.6720403847e-01 4.8370935111e-01 3.6020375875e-01 2.8286616340e+00 4.6871184668e-01 1.3428770227e+00 4214 4228
1 0.5 0.95 5.6848503321e-01 3.7899002214e-01 4.9072737113e-01 3.6020375875e-01 2.7368834781e+00 4.6871184668e-01 1.3623604952e+00 4214 4228
1 0.5 0.95 5.8673144288e-01 3.9115429525e-01 4.9812958021e-01 3.6020375875e-01 2.6495850625e+00 4.6871184668e-01 1.3829105558e+00 4213 4228
1 0.5 0.95 6.0556349939e-01 4.0370899960e-01 5.0593610003e-01 3.6020375875e-01 2.5665558093e+00 4.6871184668e-01 1.4045830665e+00 4213 4228
1 0.5 0.95 6.2500000000e-01 4.1666666667e-01 5.1416806693e-01 3.6020375875e-01 2.4875948747e+00 4.6871184668e-01 1.4274367061e+00 4213 4228
1 0.5 0.95 8.5531928615e-01 5.7021285743e-01 6.2436419818e-01 3.6020375875e-01 1.8868621535e+00 4.6871184668e-01 1.7333639170e+00 4212 4228
1 0.5 0.95 1.1705137300e+00 7.8034248667e-01 8.0865070944e-01 3.6020375875e-01 1.5264788175e+00 4.6871184668e-01 2.2449813190e+00 4212 4228
1 0.5 0.95 1.6018607488e+00 1.0679071658e+00 1.1137100324e+00 3.6020375875e-01 1.3131960593e+00 4.6871184668e-01 3.0918889804e+00 4212 4228
1 0.5 0.95 2.1921638274e+00 1.4614425516e+00 1.6142064925e+00 3.6020375875e-01 1.1888967983e+00 4.6871184668e-01 4.4813704835e+00 4212 4228
1 0.5 0.95 3.0000000000e+00 2.0000000000e+00 2.4293231847e+00 3.6020375875e-01 1.1176298474e+00 4.6871184668e-01 6.7443027056e+00 4212 4228
1 0.5 0.95 4.3843276549e+00 2.9228851032e+00 4.1151940509e+00 3.6020375875e-01 1.0715942963e+00 4.6871184668e-01 1.1424628286e+01 4212 4228
1 0.5 0.95 6.4074429951e+00 4.2716286634e+00 7.1174877357e+00 3.6020375875e-01 1.0490451481e+00 4.6871184668e-01 1.9759615392e+01 4212 4228
1 0.5 0.95 9.3641098401e+00 6.2427398934e+00 1.2444421791e+01 3.6020375875e-01 1.0381725756e+00 4.6871184668e-01 3.4548284100e+01 4212 4228
1 0.5 0.95 1.3685108578e+01 9.1234057189e+00 2.1876146691e+01 3.6020375875e-01 1.0329826670e+00 4.6871184668e-01 6.0732699645e+01 4212 4228
1 0.5 0.95 2.0000000000e+01 1.3333333333e+01 3.8556247950e+01 3.6020375875e-01 1.0304913476e+00 4.6871184668e-01 1.0704010442e+02 4212 4228
1 0.5 0.95 3.9487009717e+01 2.6324673144e+01 1.0677443261e+02 3.6020375875e-01 1.0286804378e+00 4.6871184668e-01 2.9642786899e+02 4212 4228
1 0.5 0.95 7.7961196818e+01 5.1974131212e+01 2.9596478173e+02 3.6020375875e-01 1.0278195348e+00 4.6871184668e-01 8.2165933736e+02 4212 4228
1 0.5 0.95 1.5392272681e+02 1.0261515121e+02 8.2019117772e+02 3.6020375875e-01 1.0267283394e+00 4.6871184668e-01 2.2770200416e+03 4212 4228
1 0.5 0.95 3.0389741047e+02 2.0259827364e+02 2.2709876851e+03 3.6020375875e-01 1.0247521983e+00 4.6871184668e-01 6.3047306697e+03 4212 4228
1 0.5 0.95 6.0000000000e+02 4.0000000000e+02 6.2798476771e+03 3.6020375875e-01 1.0214492944e+00 4.6871184668e-01 1.7434153655e+04 4212 4228
1 0.5 1.12 5.0100000000e-01 3.3400000000e-01 6.5987384187e-01 5.1648461103e-01 3.2974693259e+00 4.9819221610e-01 1.2776253692e+00 4541 4555
1 0.5 1.12 5.1708037277e-01 3.4472024851e-01 6.6804626550e-01 5.1648461103e-01 3.1838008990e+00 4.9819221610e-01 1.2934485389e+00 4541 4555
1 0.5 1.12 5.3367687006e-01 3.5578458004e-01 6.7666776453e-01 5.1648461103e-01 3.0756319040e+00 4.9819221610e-01 1.3101411931e+00 4541 4555
1 0.5 1.12 5.5080605770e-01 3.6720403847e-01 6.8576196708e-01 5.1648461103e-01 2.9727047257e+00 4.9819221610e-01 1.3277490799e+00 4541 4555
1 0.5 1.12 5.6848503321e-01 3.7899002214e-01 6.9535410659e-01 5.1648461103e-01 2.8747753428e+00 4.9819221610e-01 1.3463210553e+00 4540 4555
1 0.5 1.12 5.8673144288e-01 3.9115429525e-01 7.0546943115e-01 5.1648461103e-01 2.7816058840e+00 4.9819221610e-01 1.3659060040e+00 4540 4555
1 0.5 1.12 6.0556349939e-01 4.0370899960e-01 7.1613568975e-01 5.1648461103e-01 2.6929743901e+00 4.9819221610e-01 1.3865576524e+00 4540 4555
1 0.5 1.12 6.2500000000e-01 4.1666666667e-01 7.2738160564e-01 5.1648461103e-01 2.6086675056e+00 4.9819221610e-01 1.4083316136e+00 4540 4555
1 0.5 1.12 8.5531928615e-01 5.7021285743e-01 8.7780502796e-01 5.1648461103e-01 1.9664463727e+00 4.9819221610e-01 1.6995763460e+00 4540 4555
1 0.5 1.12 1.1705137300e+00 7.8034248667e-01 1.1290955852e+00 5.1648461103e-01 1.5799465000e+00 4.9819221610e-01 2.1861166065e+00 4539 4555
1 0.5 1.12 1.6018607488e+00 1.0679071658e+00 1.5447803526e+00 5.1648461103e-01 1.3502246672e+00 4.9819221610e-01 2.9909513654e+00 4539 4555
1 0.5 1.12 2.1921638274e+00 1.4614425516e+00 2.2265574577e+00 5.1648461103e-01 1.2156283961e+00 4.9819221610e-01 4.3109850907e+00 4539 4555
1 0.5 1.12 3.0000000000e+00 2.0000000000e+00 3.3368955910e+00 5.1648461103e-01 1.1379866738e+00 4.9819221610e-01 6.4607841546e+00 4539 4555
1 0.5 1.12 4.3843276549e+00 2.9228851032e+00 5.6338446174e+00 5.1648461103e-01 1.0874938280e+00 4.9819221610e-01 1.0908059015e+01 4539 4555
1 0.5 1.12 6.4074429951e+00 4.2716286634e+00 9.7255414814e+00 5.1648461103e-01 1.0625835890e+00 4.9819221610e-01 1.8830263814e+01 4539 4555
1 0.5 1.12 9.3641098401e+00 6.2427398934e+00 1.6987225123e+01 5.1648461103e-01 1.0505074428e+00 4.9819221610e-01 3.2890089580e+01 4539 4555
1 0.5 1.12 1.3685108578e+01 9.1234057189e+00 2.9846554160e+01 5.1648461103e-01 1.0447160512e+00 4.9819221610e-01 5.7787886652e+01 4539 4555
1 0.5 1.12 2.0000000000e+01 1.3333333333e+01 5.2589847952e+01 5.1648461103e-01 1.0419175708e+00 4.9819221610e-01 1.0182268131e+02 4539 4555
1 0.5 1.12 3.9487009717e+01 2.6324673144e+01 1.4560625581e+02 5.1648461103e-01 1.0398605557e+00 4.9819221610e-01 2.8191789784e+02 4539 4555
1 0.5 1.12 7.7961196818e+01 5.1974131212e+01 4.0352785508e+02 5.1648461103e-01 1.0388006506e+00 4.9819221610e-01 7.8129695728e+02 4539 4555
1 0.5 1.12 1.5392272681e+02 1.0261515121e+02 1.1179227516e+03 5.1648461103e-01 1.0373710225e+00 4.9819221610e-01 2.1644841448e+03 4539 4555
1 0.5 1.12 3.0389741047e+02 2.0259827364e+02 3.0934183943e+03 5.1648461103e-01 1.0347241961e+00 4.9819221610e-01 5.9893718578e+03 4539 4555
1 0.5 1.12 6.0000000000e+02 4.0000000000e+02 8.5445965231e+03 5.1648461103e-01 1.0302464455e+00 4.9819221610e-01 1.6543758208e+04 4539 4555
1 0.5 1.309 5.0100000000e-01 3.3400000000e-01 9.2826965168e-01 7.3573655505e-01 3.5317632203e+00 5.4033047422e-01 1.2616875501e+00 4970 4984
1 0.5 1.309 5.1708037277e-01 3.4472024851e-01 9.3920233261e-01 7.3573655505e-01 3.4079726353e+00 5.4033047422e-01 1.2765470550e+00 4970 4984
1 0.5 1.309 5.3367687006e-01 3.5578458004e-01 9.5073336569e-01 7.3573655505e-01 3.2901460817e+00 5.4033047422e-01 1.2922198295e+00 4970 4984
1 0.5 1.309 5.5080605770e-01 3.6720403847e-01 9.6289411819e-01 7.3573655505e-01 3.1780043560e+00 5.4033047422e-01 1.3087485073e+00 4970 4984
1 0.5 1.309 5.6848503321e-01 3.7899002214e-01 9.7571752446e-01 7.3573655505e-01 3.0712811093e+00 5.4033047422e-01 1.3261778523e+00 4969 4984
1 0.5 1.309 5.8673144288e-01 3.9115429525e-01 9.8923817201e-01 7.3573655505e-01 2.9697222887e+00 5.4033047422e-01 1.3445548753e+00 4969 4984
1 0.5 1.309 6.0556349939e-01 4.0370899960e-01 1.0034923744e+00 7.3573655505e-01 2.8730855494e+00 5.4033047422e-01 1.3639289328e+00 4969 4984
1 0.5 1.309 6.2500000000e-01 4.1666666667e-01 1.0185182544e+00 7.3573655505e-01 2.7811397173e+00 5.4033047422e-01 1.3843518410e+00 4969 4984
1 0.5 1.309 8.5531928615e-01 5.7021285743e-01 1.2192839405e+00 7.3573655505e-01 2.0796319098e+00 5.4033047422e-01 1.6572289798e+00 4969 4984
1 0.5 1.309 1.1705137300e+00 7.8034248667e-01 1.5541571210e+00 7.3573655505e-01 1.6557858635e+00 5.4033047422e-01 2.1123826325e+00 4968 4984
1 0.5 1.309 1.6018607488e+00 1.0679071658e+00 2.1075078319e+00 7.3573655505e-01 1.4025103464e+00 5.4033047422e-01 2.8644870470e+00 4968 4984
1 0.5 1.309 2.1921638274e+00 1.4614425516e+00 3.0145461246e+00 7.3573655505e-01 1.2531020446e+00 5.4033047422e-01 4.0973173128e+00 4968 4984
1 0.5 1.309 3.0000000000e+00 2.0000000000e+00 4.4915107795e+00 7.3573655505e-01 1.1662309975e+00 5.4033047422e-01 6.1047813225e+00 4968 4984
1 0.5 1.309 4.3843276549e+00 2.9228851032e+00 7.5474210488e+00 7.3573655505e-01 1.1092210189e+00 5.4033047422e-01 1.0258320043e+01 4968 4984
1 0.5 1.309 6.4074429951e+00 4.2716286634e+00 1.2992823309e+01 7.3573655505e-01 1.0808126572e+00 5.4033047422e-01 1.7659613648e+01 4968 4984
1 0.5 1.309 9.3641098401e+00 6.2427398934e+00 2.2660118645e+01 7.3573655505e-01 1.0669312772e+00 5.4033047422e-01 3.0799229003e+01 4968 4984
1 0.5 1.309 1.3685108578e+01 9.1234057189e+00 3.9782914826e+01 7.3573655505e-01 1.0602254988e+00 5.4033047422e-01 5.4072228100e+01 4968 4984
1 0.5 1.309 2.0000000000e+01 1.3333333333e+01 7.0070299496e+01 7.3573655505e-01 1.0569708167e+00 5.4033047422e-01 9.5238301013e+01 4968 4984
1 0.5 1.309 3.9487009717e+01 2.6324673144e+01 1.9394591276e+02 7.3573655505e-01 1.0545648167e+00 5.4033047422e-01 2.6360782461e+02 4968 4984
1 0.5 1.309 7.7961196818e+01 5.1974131212e+01 5.3738536658e+02 7.3573655505e-01 1.0532757999e+00 5.4033047422e-01 7.3040460324e+02 4968 4984
1 0.5 1.309 1.5392272681e+02 1.0261515121e+02 1.4882542997e+03 7.3573655505e-01 1.0514703710e+00 5.4033047422e-01 2.0228086935e+03 4968 4984
1 0.5 1.309 3.0389741047e+02 2.0259827364e+02 4.1153546506e+03 7.3573655505e-01 1.0480711938e+00 5.4033047422e-01 5.5935166228e+03 4969 4984
