# H_star t_star theta0 t_p x_tp_over_tosc Ea3_PT Ea3_noPT f_anh_PT f_anh_noPT xi_DM nsteps_PT nsteps_noPT
1 0.5 0.7854 2.2841718819e+00 1.5227812546e+00 1.1702030301e+00 2.4020130585e-01 1.1573289162e+00 4.4640313207e-01 4.8717596516e+00 3937 3947
1 0.5 0.7854 2.6177310110e+00 1.7451540073e+00 1.3969978507e+00 2.4020130585e-01 1.1261518863e+00 4.4640313207e-01 5.8159461112e+00 3937 3947
1 0.5 0.7854 3.0000000000e+00 2.0000000000e+00 1.6768976474e+00 2.4020130585e-01 1.1018270519e+00 4.4640313207e-01 6.9812178643e+00 3937 3947
1 0.5 0.7854 3.9338926402e+00 2.6225950935e+00 2.4416071394e+00 2.4020130585e-01 1.0683923964e+00 4.4640313207e-01 1.0164837076e+01 3937 3947
1 0.5 0.7854 5.1585037683e+00 3.4390025122e+00 3.5974374309e+00 2.4020130585e-01 1.0483260517e+00 4.4640313207e-01 1.4976760506e+01 3937 3947
1 0.5 0.7854 6.7643333363e+00 4.5095555575e+00 5.3402416022e+00 2.4020130585e-01 1.0363636264e+00 4.4640313207e-01 2.2232358743e+01 3937 3947
1 0.5 0.7854 8.8700537092e+00 5.9133691395e+00 7.9641230768e+00 2.4020130585e-01 1.0292890348e+00 4.4640313207e-01 3.3156035720e+01 3937 3947
1 0.5 0.7854 1.1631279668e+01 7.7541864456e+00 1.1910368690e+01 2.4020130585e-01 1.0251153003e+00 4.4640313207e-01 4.9584945628e+01 3937 3947
1 0.5 0.7854 1.5252068495e+01 1.0168045663e+01 1.7841498184e+01 2.4020130585e-01 1.0226498458e+00 4.4640313207e-01 7.4277273894e+01 3937 3947
1 0.5 0.7854 2.0000000000e+01 1.3333333333e+01 2.6751972085e+01 2.4020130585e-01 1.0211735717e+00 4.4640313207e-01 1.1137313342e+02 3937 3947
1 0.5 0.7854 2.8853998118e+01 1.9235998745e+01 4.6304489592e+01 2.4020130585e-01 1.0200063143e+00 4.4640313207e-01 1.9277367968e+02 3937 3947
1 0.5 0.7854 4.1627660370e+01 2.7751773580e+01 8.0180848662e+01 2.4020130585e-01 1.0192633356e+00 4.4640313207e-01 3.3380688077e+02 3937 3947
1 0.5 0.7854 6.0056221699e+01 4.0037481133e+01 1.3885452834e+02 2.4020130585e-01 1.0186190547e+00 4.4640313207e-01 5.7807565970e+02 3937 3947
1 0.5 0.7854 8.6643105394e+01 5.7762070263e+01 2.4042611466e+02 2.4020130585e-01 1.0178162525e+00 4.4640313207e-01 1.0009359183e+03 3937 3947
1 0.5 0.7854 1.2500000000e+02 8.3333333333e+01 4.1611122502e+02 2.4020130585e-01 1.0165603572e+00 4.4640313207e-01 1.7323437254e+03 3937 3947
1 0.5 1.309 5.1000000000e-01 3.4000000000e-01 9.3436589637e-01 7.3574062270e-01 3.4612720123e+00 5.4033346153e-01 1.2699664359e+00 4968 4978
1 0.5 1.309 5.8447563695e-01 3.8965042463e-01 9.8755818002e-01 7.3574062270e-01 2.9818588894e+00 5.4033346153e-01 1.3422640392e+00 4968 4978
1 0.5 1.309 6.6982700036e-01 4.4655133358e-01 1.0543705609e+00 7.3574062270e-01 2.5949160550e+00 5.4033346153e-01 1.4330737333e+00 4968 4978
1 0.5 1.309 7.6764227977e-01 5.1176151985e-01 1.1381182033e+00 7.3574062270e-01 2.2830901269e+00 5.4033346153e-01 1.5469014054e+00 4968 4978
1 0.5 1.309 8.7974158905e-01 5.8649439270e-01 1.2428845800e+00 7.3574062270e-01 2.0322265976e+00 5.4033346153e-01 1.6892972083e+00 4968 4978
1 0.5 1.309 1.0082108345e+00 6.7214055635e-01 1.3736937429e+00 7.3574062270e-01 1.8307831050e+00 5.4033346153e-01 1.8670897060e+00 4968 4978
1 0.5 1.309 1.1554405288e+00 7.7029368587e-01 1.5367210644e+00 7.3574062270e-01 1.6693510132e+00 5.4033346153e-01 2.0886723079e+00 4968 4978
1 0.5 1.309 1.3241702726e+00 8.8278018173e-01 1.7395511626e+00 7.3574062270e-01 1.5402650889e+00 5.4033346153e-01 2.3643538347e+00 4968 4978
1 0.5 1.309 1.5175397324e+00 1.0116931549e+00 1.9914937255e+00 7.3574062270e-01 1.4372848660e+00 5.4033346153e-01 2.7067877782e+00 4968 4978
1 0.5 1.309 1.7391470621e+00 1.1594313747e+00 2.3039704754e+00 7.3574062270e-01 1.3553344097e+00 5.4033346153e-01 3.1314982541e+00 4968 4978
1 0.5 1.309 1.9931158566e+00 1.3287439044e+00 2.6909897485e+00 7.3574062270e-01 1.2902897376e+00 5.4033346153e-01 3.6575250374e+00 4968 4978
1 0.5 1.309 2.2841718819e+00 1.5227812546e+00 3.1697292363e+00 7.3574062270e-01 1.2388051729e+00 5.4033346153e-01 4.3082156109e+00 4968 4978
1 0.5 1.309 2.6177310110e+00 1.7451540073e+00 3.7612520997e+00 7.3574062270e-01 1.1981713549e+00 5.4033346153e-01 5.1121984891e+00 4968 4978
1 0.5 1.309 3.0000000000e+00 2.0000000000e+00 4.4913855252e+00 7.3574062270e-01 1.1661984749e+00 5.4033346153e-01 6.1045773289e+00 4968 4978
1 0.5 1.309 3.9338926402e+00 2.6225950935e+00 6.4869275666e+00 7.3574062270e-01 1.1217066889e+00 5.4033346153e-01 8.8168674754e+00 4968 4978
1 0.5 1.309 5.1585037683e+00 3.4390025122e+00 9.5047291307e+00 7.3574062270e-01 1.0945311670e+00 5.4033346153e-01 1.2918586846e+01 4968 4978
1 0.5 1.309 6.7643333363e+00 4.5095555575e+00 1.4057994142e+01 7.3574062270e-01 1.0781020528e+00 5.4033346153e-01 1.9107269204e+01 4968 4978
1 0.5 1.309 8.8700537092e+00 5.9133691395e+00 2.0916766447e+01 7.3574062270e-01 1.0682654659e+00 5.4033346153e-01 2.8429538620e+01 4968 4978
1 0.5 1.309 1.1631279668e+01 7.7541864456e+00 3.1235307651e+01 7.3574062270e-01 1.0623767477e+00 5.4033346153e-01 4.2454238202e+01 4968 4978
1 0.5 1.309 1.5252068495e+01 1.0168045663e+01 4.6746790943e+01 7.3574062270e-01 1.0588457523e+00 5.4033346153e-01 6.3537053006e+01 4968 4978
1 0.5 1.309 2.0000000000e+01 1.3333333333e+01 7.0050239948e+01 7.3574062270e-01 1.0566682298e+00 5.4033346153e-01 9.5210510045e+01 4968 4978
1 0.5 1.309 2.8853998118e+01 1.9235998745e+01 1.2117554379e+02 7.3574062270e-01 1.0548239813e+00 5.4033346153e-01 1.6469872677e+02 4968 4978
1 0.5 1.309 4.1627660370e+01 2.7751773580e+01 2.0970694165e+02 7.3574062270e-01 1.0534497366e+00 5.4033346153e-01 2.8502835806e+02 4968 4978
1 0.5 1.309 6.0056221699e+01 4.0037481133e+01 3.6289529710e+02 7.3574062270e-01 1.0520063158e+00 5.4033346153e-01 4.9323808677e+02 4968 4978
1 0.5 1.309 8.6643105394e+01 5.7762070263e+01 6.2760606027e+02 7.3574062270e-01 1.0499294810e+00 5.4033346153e-01 8.5302624446e+02 4968 4978
1 0.5 1.309 1.2500000000e+02 8.3333333333e+01 1.0841390542e+03 7.3574062270e-01 1.0466319451e+00 5.4033346153e-01 1.4735343146e+03 4968 4978
1 0.5 1.833 5.1000000000e-01 3.4000000000e-01 2.0704594576e+00 1.7024435681e+00 4.5145395659e+00 7.3593224715e-01 1.2161692149e+00 6733 6743
1 0.5 1.833 5.8447563695e-01 3.8965042463e-01 2.1675695602e+00 1.7024435681e+00 3.8523471923e+00 7.3593224715e-01 1.2732108134e+00 6733 6743
1 0.5 1.833 6.6982700036e-01 4.4655133358e-01 2.2891323836e+00 1.7024435681e+00 3.3161100247e+00 7.3593224715e-01 1.3446157197e+00 6733 6743
1 0.5 1.833 7.6764227977e-01 5.1176151985e-01 2.4410084921e+00 1.7024435681e+00 2.8822586906e+00 7.3593224715e-01 1.4338263763e+00 6733 6743
1 0.5 1.833 8.7974158905e-01 5.8649439270e-01 2.6304074070e+00 1.7024435681e+00 2.5315839324e+00 7.3593224715e-01 1.5450775909e+00 6733 6743
1 0.5 1.833 1.0082108345e+00 6.7214055635e-01 2.8661934503e+00 1.7024435681e+00 2.2484356148e+00 7.3593224715e-01 1.6835761866e+00 6733 6743
1 0.5 1.833 1.1554405288e+00 7.7029368587e-01 3.1592616870e+00 1.7024435681e+00 2.0200689912e+00 7.3593224715e-01 1.8557218261e+00 6733 6743
1 0.5 1.833 1.3241702726e+00 8.8278018173e-01 3.5230000050e+00 1.7024435681e+00 1.8361108203e+00 7.3593224715e-01 2.0693784340e+00 6733 6743
1 0.5 1.833 1.5175397324e+00 1.0116931549e+00 3.9738569327e+00 1.7024435681e+00 1.6881231222e+00 7.3593224715e-01 2.3342077277e+00 6733 6743
1 0.5 1.833 1.7391470621e+00 1.1594313747e+00 4.5320391964e+00 1.7024435681e+00 1.5692465878e+00 7.3593224715e-01 2.6620789560e+00 6733 6743
1 0.5 1.833 1.9931158566e+00 1.3287439044e+00 5.2223683210e+00 1.7024435681e+00 1.4739090272e+00 7.3593224715e-01 3.0675720586e+00 6733 6743
1 0.5 1.833 2.2841718819e+00 1.5227812546e+00 6.0753313523e+00 1.7024435681e+00 1.3975868151e+00 7.3593224715e-01 3.5685948515e+00 6733 6743
1 0.5 1.833 2.6177310110e+00 1.7451540073e+00 7.1283656051e+00 1.7024435681e+00 1.3366091691e+00 7.3593224715e-01 4.1871376758e+00 6733 6743
1 0.5 1.833 3.0000000000e+00 2.0000000000e+00 8.4274200940e+00 1.7024435681e+00 1.2879967233e+00 7.3593224715e-01 4.9501905683e+00 6733 6743
1 0.5 1.833 3.9338926402e+00 2.6225950935e+00 1.1976218319e+01 1.7024435681e+00 1.2189557660e+00 7.3593224715e-01 7.0347226438e+00 6733 6743
1 0.5 1.833 5.1585037683e+00 3.4390025122e+00 1.7342946084e+01 1.7024435681e+00 1.1755449567e+00 7.3593224715e-01 1.0187090139e+01 6733 6743
1 0.5 1.833 6.7643333363e+00 4.5095555575e+00 2.5444637366e+01 1.7024435681e+00 1.1485787084e+00 7.3593224715e-01 1.4945950540e+01 6733 6743
1 0.5 1.833 8.8700537092e+00 5.9133691395e+00 3.7654816385e+01 1.7024435681e+00 1.1319654117e+00 7.3593224715e-01 2.2118099589e+01 6733 6743
1 0.5 1.833 1.1631279668e+01 7.7541864456e+00 5.6034925163e+01 1.7024435681e+00 1.1218106165e+00 7.3593224715e-01 3.2914409741e+01 6733 6743
1 0.5 1.833 1.5252068495e+01 1.0168045663e+01 8.3674281296e+01 1.7024435681e+00 1.1155803789e+00 7.3593224715e-01 4.9149518294e+01 6733 6743
1 0.5 1.833 2.0000000000e+01 1.3333333333e+01 1.2520628382e+02 1.7024435681e+00 1.1116885409e+00 7.3593224715e-01 7.3545042058e+01 6733 6743
1 0.5 1.833 2.8853998118e+01 1.9235998745e+01 2.1631328354e+02 1.7024435681e+00 1.1083481174e+00 7.3593224715e-01 1.2706047213e+02 6733 6743
1 0.5 1.833 4.1627660370e+01 2.7751773580e+01 3.7399798433e+02 1.7024435681e+00 1.1058551748e+00 7.3593224715e-01 2.1968304344e+02 6733 6743
1 0.5 1.833 6.0056221699e+01 4.0037481133e+01 6.4648490197e+02 1.7024435681e+00 1.1031215646e+00 7.3593224715e-01 3.7973940169e+02 6733 6743
1 0.5 1.833 8.6643105394e+01 5.7762070263e+01 1.1163058200e+03 1.7024435681e+00 1.0992188607e+00 7.3593224715e-01 6.5570797227e+02 6733 6743
1 0.5 1.833 1.2500000000e+02 8.3333333333e+01 1.9233951200e+03 1.7024435681e+00 1.0929630683e+00 7.3593224715e-01 1.1297849491e+03 6733 6743
1 0.5 2.356 5.1000000000e-01 3.4000000000e-01 4.2760310863e+00 3.7020508904e+00 6.8779639304e+00 1.1805375356e+00 1.1550438427e+00 10434 10443
1 0.5 2.356 5.8447563695e-01 3.8965042463e-01 4.4246144300e+00 3.7020508904e+00 5.8009632783e+00 1.1805375356e+00 1.1951792563e+00 10434 10443
1 0.5 2.356 6.6982700036e-01 4.4655133358e-01 4.6096816085e+00 3.7020508904e+00 4.9260777174e+00 1.1805375356e+00 1.2451697032e+00 10434 10443
1 0.5 2.356 7.6764227977e-01 5.1176151985e-01 4.8397201882e+00 3.7020508904e+00 4.2155692485e+00 1.1805375356e+00 1.3073078495e+00 10434 10443
1 0.5 2.356 8.7974158905e-01 5.8649439270e-01 5.1251207199e+00 3.7020508904e+00 3.6386955419e+00 1.1805375356e+00 1.3844003963e+00 10434 10443
1 0.5 2.356 1.0082108345e+00 6.7214055635e-01 5.4786062464e+00 3.7020508904e+00 3.1704240394e+00 1.1805375356e+00 1.4798840990e+00 10434 10443
1 0.5 2.356 1.1554405288e+00 7.7029368587e-01 5.9157632205e+00 3.7020508904e+00 2.7903821927e+00 1.1805375356e+00 1.5979691786e+00 10434 10443
1 0.5 2.356 1.3241702726e+00 8.8278018173e-01 6.4556978245e+00 3.7020508904e+00 2.4819998303e+00 1.1805375356e+00 1.7438166075e+00 10434 10443
1 0.5 2.356 1.5175397324e+00 1.0116931549e+00 7.1218466357e+00 3.7020508904e+00 2.2318079256e+00 1.1805375356e+00 1.9237570867e+00 10434 10443
1 0.5 2.356 1.7391470621e+00 1.1594313747e+00 7.9429761274e+00 3.7020508904e+00 2.0288647673e+00 1.1805375356e+00 2.1455610316e+00 10434 10443
1 0.5 2.356 1.9931158566e+00 1.3287439044e+00 8.9544114329e+00 3.7020508904e+00 1.8642859781e+00 1.1805375356e+00 2.4187704864e+00 10434 10443
1 0.5 2.356 2.2841718819e+00 1.5227812546e+00 1.0199541352e+01 3.7020508904e+00 1.7308593391e+00 1.1805375356e+00 2.7551056574e+00 10434 10443
1 0.5 2.356 2.6177310110e+00 1.7451540073e+00 1.1731657049e+01 3.7020508904e+00 1.6227295180e+00 1.1805375356e+00 3.1689615826e+00 10434 10443
1 0.5 2.356 3.0000000000e+00 2.0000000000e+00 1.3616208021e+01 3.7020508904e+00 1.5351421632e+00 1.1805375356e+00 3.6780175163e+00 10434 10443
1 0.5 2.356 3.9338926402e+00 2.6225950935e+00 1.8746056162e+01 3.7020508904e+00 1.4075066744e+00 1.1805375356e+00 5.0636948863e+00 10434 10443
1 0.5 2.356 5.1585037683e+00 3.4390025122e+00 2.6480473026e+01 3.7020508904e+00 1.3240805766e+00 1.1805375356e+00 7.1529197760e+00 10434 10443
1 0.5 2.356 6.7643333363e+00 4.5095555575e+00 3.8133827441e+01 3.7020508904e+00 1.2698347276e+00 1.1805375356e+00 1.0300730209e+01 10434 10443
1 0.5 2.356 8.8700537092e+00 5.9133691395e+00 5.5683773387e+01 3.7020508904e+00 1.2348482407e+00 1.1805375356e+00 1.5041331153e+01 10434 10443
1 0.5 2.356 1.1631279668e+01 7.7541864456e+00 8.2097442756e+01 3.7020508904e+00 1.2124467855e+00 1.1805375356e+00 2.2176205889e+01 10434 10443
1 0.5 2.356 1.5252068495e+01 1.0168045663e+01 1.2182290868e+02 3.7020508904e+00 1.1981471209e+00 1.1805375356e+00 3.2906870351e+01 10434 10443
1 0.5 2.356 2.0000000000e+01 1.3333333333e+01 1.8152914859e+02 3.7020508904e+00 1.1889830995e+00 1.1805375356e+00 4.9034752347e+01 10434 10443
1 0.5 2.356 2.8853998118e+01 1.9235998745e+01 3.1252122317e+02 3.7020508904e+00 1.1812581584e+00 1.1805375356e+00 8.4418402779e+01 10434 10443
1 0.5 2.356 4.1627660370e+01 2.7751773580e+01 5.3916209549e+02 3.7020508904e+00 1.1760360993e+00 1.1805375356e+00 1.4563875848e+02 10434 10443
1 0.5 2.356 6.0056221699e+01 4.0037481133e+01 9.3039068194e+02 3.7020508904e+00 1.1711233696e+00 1.1805375356e+00 2.5131763703e+02 10434 10443
1 0.5 2.356 8.6643105394e+01 5.7762070263e+01 1.6035204082e+03 3.7020508904e+00 1.1647903973e+00 1.1805375356e+00 4.3314380480e+02 10434 10443
1 0.5 2.356 1.2500000000e+02 8.3333333333e+01 2.7551337043e+03 3.7020508904e+00 1.1549201655e+00 1.1805375356e+00 7.4421821467e+02 10434 10443
1 0.5 2.88 5.1000000000e-01 3.4000000000e-01 1.0552248887e+01 9.6998792573e+00 1.4737058868e+01 2.6856566934e+00 1.0878742516e+00 23239 23246
1 0.5 2.88 5.8447563695e-01 3.8965042463e-01 1.0768264277e+01 9.6998792573e+00 1.2257930161e+01 2.6856566934e+00 1.1101441566e+00 23239 23246
1 0.5 2.88 6.6982700036e-01 4.4655133358e-01 1.1035554316e+01 9.6998792573e+00 1.0239322799e+01 2.6856566934e+00 1.1377001737e+00 23239 23246
1 0.5 2.88 7.6764227977e-01 5.1176151985e-01 1.1365434698e+01 9.6998792573e+00 8.5954531523e+00 2.6856566934e+00 1.1717088838e+00 23239 23246
1 0.5 2.88 8.7974158905e-01 5.8649439270e-01 1.1771581029e+01 9.6998792573e+00 7.2564326345e+00 2.6856566934e+00 1.2135801608e+00 23239 23246
1 0.5 2.88 1.0082108345e+00 6.7214055635e-01 1.2270527586e+01 9.6998792573e+00 6.1653431331e+00 2.6856566934e+00 1.2650185905e+00 23239 23246
1 0.5 2.88 1.1554405288e+00 7.7029368587e-01 1.2882283661e+01 9.6998792573e+00 5.2758509645e+00 2.6856566934e+00 1.3280870121e+00 23239 23246
1 0.5 2.88 1.3241702726e+00 8.8278018173e-01 1.3631097446e+01 9.6998792573e+00 4.5502591142e+00 2.6856566934e+00 1.4052852705e+00 23239 23246
1 0.5 2.88 1.5175397324e+00 1.0116931549e+00 1.4546404526e+01 9.6998792573e+00 3.9579163515e+00 2.6856566934e+00 1.4996479998e+00 23239 23246
1 0.5 2.88 1.7391470621e+00 1.1594313747e+00 1.5664007089e+01 9.6998792573e+00 3.4739172269e+00 2.6856566934e+00 1.6148661930e+00 23239 23246
1 0.5 2.88 1.9931158566e+00 1.3287439044e+00 1.7027541179e+01 9.6998792573e+00 3.0780394330e+00 2.6856566934e+00 1.7554384676e+00 23239 23246
1 0.5 2.88 2.2841718819e+00 1.5227812546e+00 1.8690301314e+01 9.6998792573e+00 2.7538747732e+00 2.6856566934e+00 1.9268591719e+00 23239 23246
1 0.5 2.88 2.6177310110e+00 1.7451540073e+00 2.0717496701e+01 9.6998792573e+00 2.4881170540e+00 2.6856566934e+00 2.1358509886e+00 23239 23246
1 0.5 2.88 3.0000000000e+00 2.0000000000e+00 2.3188997199e+01 9.6998792573e+00 2.2699753570e+00 2.6856566934e+00 2.3906480260e+00 23239 23246
1 0.5 2.88 3.9338926402e+00 2.6225950935e+00 2.9830724871e+01 9.6998792573e+00 1.9446932553e+00 2.6856566934e+00 3.0753707423e+00 23239 23246
1 0.5 2.88 5.1585037683e+00 3.4390025122e+00 3.9694872249e+01 9.6998792573e+00 1.7233355098e+00 2.6856566934e+00 4.0923058109e+00 23239 23246
1 0.5 2.88 6.7643333363e+00 4.5095555575e+00 5.4377034849e+01 9.6998792573e+00 1.5721684521e+00 2.6856566934e+00 5.6059496626e+00 23239 23246
1 0.5 2.88 8.8700537092e+00 5.9133691395e+00 7.6272304275e+01 9.6998792573e+00 1.4685831781e+00 2.6856566934e+00 7.8632220311e+00 23239 23246
1 0.5 2.88 1.1631279668e+01 7.7541864456e+00 1.0898700653e+02 9.6998792573e+00 1.3975087423e+00 2.6856566934e+00 1.1235913730e+01 23239 23246
1 0.5 2.88 1.5252068495e+01 1.0168045663e+01 1.5793770256e+02 9.6998792573e+00 1.3486950150e+00 2.6856566934e+00 1.6282440056e+01 23239 23246
1 0.5 2.88 2.0000000000e+01 1.3333333333e+01 2.3124479862e+02 9.6998792573e+00 1.3150674727e+00 2.6856566934e+00 2.3839966714e+01 23239 23246
1 0.5 2.88 2.8853998118e+01 1.9235998745e+01 3.9165822083e+02 9.6998792573e+00 1.2853437925e+00 2.6856566934e+00 4.0377638777e+01 23239 23246
1 0.5 2.88 4.1627660370e+01 2.7751773580e+01 6.6869449385e+02 9.6998792573e+00 1.2664142822e+00 2.6856566934e+00 6.8938434811e+01 23239 23246
1 0.5 2.88 6.0056221699e+01 4.0037481133e+01 1.1462890294e+03 9.6998792573e+00 1.2527897267e+00 2.6856566934e+00 1.1817559776e+02 23239 23246
1 0.5 2.88 8.6643105394e+01 5.7762070263e+01 1.9665502890e+03 9.6998792573e+00 1.2402953027e+00 2.6856566934e+00 2.0273966684e+02 23239 23246
1 0.5 2.88 1.2500000000e+02 8.3333333333e+01 3.3659381083e+03 9.6998792573e+00 1.2250735492e+00 2.6856566934e+00 3.4700824814e+02 23239 23246
