# H_star t_star theta0 t_p x_tp_over_tosc Ea3_PT Ea3_noPT f_anh_PT f_anh_noPT xi_DM nsteps_PT nsteps_noPT
1.5 0.33333333 0.7854 3.7063193694e-01 2.4708795796e-01 2.8246365175e-01 2.4019972397e-01 4.2740250978e+00 4.4640019222e-01 1.1759532737e+00 3939 3952
1.5 0.33333333 0.7854 3.7548482145e-01 2.5032321430e-01 2.8346201567e-01 2.4019972397e-01 4.2062496924e+00 4.4640019222e-01 1.1801096645e+00 3939 3952
1.5 0.33333333 0.7854 3.8040124739e-01 2.5360083160e-01 2.8448323155e-01 2.4019972397e-01 4.1398302304e+00 4.4640019222e-01 1.1843611926e+00 3939 3952
1.5 0.33333333 0.7854 3.8538204677e-01 2.5692136451e-01 2.8552780200e-01 2.4019972397e-01 4.0747403627e+00 4.4640019222e-01 1.1887099506e+00 3939 3952
1.5 0.33333333 0.7854 3.9042806244e-01 2.6028537496e-01 2.8659623867e-01 2.4019972397e-01 4.0109542251e+00 4.4640019222e-01 1.1931580683e+00 3939 3952
1.5 0.33333333 0.7854 3.9554014832e-01 2.6369343222e-01 2.8768906522e-01 2.4019972397e-01 3.9484464698e+00 4.4640019222e-01 1.1977077262e+00 3939 3952
1.5 0.33333333 0.7854 4.0071916952e-01 2.6714611301e-01 2.8880681805e-01 2.4019972397e-01 3.8871922600e+00 4.4640019222e-01 1.2023611571e+00 3939 3952
1.5 0.33333333 0.7854 4.0596600244e-01 2.7064400163e-01 2.8995004316e-01 2.4019972397e-01 3.8271672137e+00 4.4640019222e-01 1.2071206343e+00 3939 3952
1.5 0.33333333 0.7854 4.1128153498e-01 2.7418768999e-01 2.9111929793e-01 2.4019972397e-01 3.7683474176e+00 4.4640019222e-01 1.2119884782e+00 3939 3952
1.5 0.33333333 0.7854 4.1666666667e-01 2.7777777778e-01 2.9231515133e-01 2.4019972397e-01 3.7107094177e+00 4.4640019222e-01 1.2169670577e+00 3939 3952
1.5 0.33333333 0.7854 4.6259916101e-01 3.0839944067e-01 3.0296810870e-01 2.4019972397e-01 3.2875957638e+00 4.4640019222e-01 1.2613174724e+00 3939 3952
1.5 0.33333333 0.7854 5.1359516104e-01 3.4239677403e-01 3.1571347330e-01 2.4019972397e-01 2.9285354716e+00 4.4640019222e-01 1.3143790013e+00 3938 3952
1.5 0.33333333 0.7854 5.7021285743e-01 3.8014190495e-01 3.3094309557e-01 2.4019972397e-01 2.6241374168e+00 4.4640019222e-01 1.3777829970e+00 3938 3952
1.5 0.33333333 0.7854 6.3307197467e-01 4.2204798311e-01 3.4911715812e-01 2.4019972397e-01 2.3663572934e+00 4.4640019222e-01 1.4534452927e+00 3938 3952
1.5 0.33333333 0.7854 7.0286055442e-01 4.6857370295e-01 3.7077674563e-01 2.4019972397e-01 2.1483126695e+00 4.4640019222e-01 1.5436185334e+00 3938 3952
1.5 0.33333333 0.7854 7.8034248667e-01 5.2022832445e-01 3.9655679335e-01 2.4019972397e-01 1.9641121029e+00 4.4640019222e-01 1.6509460827e+00 3937 3952
1.5 0.33333333 0.7854 8.6636587113e-01 5.7757724742e-01 4.2720288042e-01 2.4019972397e-01 1.8087182732e+00 4.4640019222e-01 1.7785319373e+00 3937 3952
1.5 0.33333333 0.7854 9.6187230027e-01 6.4124820018e-01 4.6358769354e-01 2.4019972397e-01 1.6778167618e+00 4.4640019222e-01 1.9300092684e+00 3937 3952
1.5 0.33333333 0.7854 1.0679071658e+00 7.1193811056e-01 5.0673332750e-01 2.4019972397e-01 1.5677181088e+00 4.4640019222e-01 2.1096332632e+00 3937 3952
1.5 0.33333333 0.7854 1.1856311015e+00 7.9042073433e-01 5.5783584565e-01 2.4019972397e-01 1.4752675869e+00 4.4640019222e-01 2.3223833751e+00 3937 3952
1.5 0.33333333 0.7854 1.3163326868e+00 8.7755512451e-01 6.1829411628e-01 2.4019972397e-01 1.3977688982e+00 4.4640019222e-01 2.5740833755e+00 3937 3952
1.5 0.33333333 0.7854 1.4614425516e+00 9.7429503441e-01 6.8974352781e-01 2.4019972397e-01 1.3329190325e+00 4.4640019222e-01 2.8715417171e+00 3937 3952
1.5 0.33333333 0.7854 1.6225490358e+00 1.0816993572e+00 7.7409545794e-01 2.4019972397e-01 1.2787526029e+00 4.4640019222e-01 3.2227158514e+00 3937 3952
1.5 0.33333333 0.7854 1.8014155744e+00 1.2009437162e+00 8.7358342741e-01 2.4019972397e-01 1.2335940736e+00 4.4640019222e-01 3.6369043768e+00 3937 3952
1.5 0.33333333 0.7854 2.0000000000e+00 1.3333333333e+00 9.9081711846e-01 2.4019972397e-01 1.1960167595e+00 4.4640019222e-01 4.1249719279e+00 3937 3952
1.5 0.33333333 0.7854 2.0529958082e+00 1.3686638721e+00 1.0232567553e+00 2.4019972397e-01 1.1876576870e+00 4.4640019222e-01 4.2600246927e+00 3937 3952
1.5 0.33333333 0.7854 2.1073958942e+00 1.4049305961e+00 1.0570469084e+00 2.4019972397e-01 1.1796789323e+00 4.4640019222e-01 4.4006999298e+00 3937 3952
1.5 0.33333333 0.7854 2.1632374685e+00 1.4421583123e+00 1.0922420734e+00 2.4019972397e-01 1.1720641014e+00 4.4640019222e-01 4.5472245154e+00 3937 3952
1.5 0.33333333 0.7854 2.2205587275e+00 1.4803724850e+00 1.1288989086e+00 2.4019972397e-01 1.1647974614e+00 4.4640019222e-01 4.6998343294e+00 3937 3952
1.5 0.33333333 0.7854 2.2793988797e+00 1.5195992531e+00 1.1670763210e+00 2.4019972397e-01 1.1578639155e+00 4.4640019222e-01 4.8587746134e+00 3937 3952
1.5 0.33333333 0.7854 2.3397981726e+00 1.5598654484e+00 1.2068355554e+00 2.4019972397e-01 1.1512489791e+00 4.4640019222e-01 5.0243003424e+00 3937 3952
1.5 0.33333333 0.7854 2.4017979202e+00 1.6011986135e+00 1.2482402877e+00 2.4019972397e-01 1.1449387562e+00 4.4640019222e-01 5.1966766117e+00 3937 3952
1.5 0.33333333 0.7854 2.4654405311e+00 1.6436270207e+00 1.2913567212e+00 2.4019972397e-01 1.1389199168e+00 4.4640019222e-01 5.3761790389e+00 3937 3952
1.5 0.33333333 0.7854 2.5307695379e+00 1.6871796919e+00 1.3362536868e+00 2.4019972397e-01 1.1331796755e+00 4.4640019222e-01 5.5630941816e+00 3937 3952
1.5 0.33333333 0.7854 2.5978296264e+00 1.7318864176e+00 1.3830027480e+00 2.4019972397e-01 1.1277057702e+00 4.4640019222e-01 5.7577199723e+00 3937 3952
1.5 0.33333333 0.7854 2.6666666667e+00 1.7777777778e+00 1.4316783088e+00 2.4019972397e-01 1.1224864423e+00 4.4640019222e-01 5.9603661699e+00 3937 3952
1.5 0.33333333 0.7854 3.0885169153e+00 2.0590112769e+00 1.7446196650e+00 2.4019972397e-01 1.0973989608e+00 4.4640019222e-01 7.2632042874e+00 3937 3952
1.5 0.33333333 0.7854 3.5771012761e+00 2.3847341840e+00 2.1366686093e+00 2.4019972397e-01 1.0782738498e+00 4.4640019222e-01 8.8953832835e+00 3937 3952
1.5 0.33333333 0.7854 4.1429766746e+00 2.7619844497e+00 2.6273296197e+00 2.4019972397e-01 1.0637377878e+00 4.4640019222e-01 1.0938104242e+01 3937 3952
1.5 0.33333333 0.7854 4.7983700772e+00 3.1989133848e+00 3.2408935673e+00 2.4019972397e-01 1.0527201023e+00 4.4640019222e-01 1.3492494969e+01 3937 3952
1.5 0.33333333 0.7854 5.5574426811e+00 3.7049617874e+00 4.0076414920e+00 2.4019972397e-01 1.0443958409e+00 4.4640019222e-01 1.6684621555e+01 3937 3952
1.5 0.33333333 0.7854 6.4365958974e+00 4.2910639316e+00 4.9653099191e+00 2.4019972397e-01 1.0381276356e+00 4.4640019222e-01 2.0671588781e+01 3937 3952
1.5 0.33333333 0.7854 7.4548257398e+00 4.9698838265e+00 6.1608508981e+00 2.4019972397e-01 1.0334113135e+00 4.4640019222e-01 2.5648867519e+01 3937 3952
1.5 0.33333333 0.7854 8.6341332743e+00 5.7560888495e+00 7.6527880962e+00 2.4019972397e-01 1.0298650583e+00 4.4640019222e-01 3.1860103624e+01 3937 3952
1.5 0.33333333 0.7854 1.0000000000e+01 6.6666666667e+00 9.5141108174e+00 2.4019972397e-01 1.0272046180e+00 4.4640019222e-01 3.9609166323e+01 3937 3952
1.5 0.33333333 1.309 3.3400000000e-01 2.2266666667e-01 8.2964448001e-01 7.3573554614e-01 5.7989096726e+00 5.4032973327e-01 1.1276395226e+00 4970 4983
1.5 0.33333333 1.309 3.3837324273e-01 2.2558216182e-01 8.3185717621e-01 7.3573554614e-01 5.7020203594e+00 5.4032973327e-01 1.1306469839e+00 4970 4983
1.5 0.33333333 1.309 3.4280374670e-01 2.2853583113e-01 8.3412038507e-01 7.3573554614e-01 5.6070497739e+00 5.4032973327e-01 1.1337231013e+00 4970 4983
1.5 0.33333333 1.309 3.4729226165e-01 2.3152817443e-01 8.3643521527e-01 7.3573554614e-01 5.5139606885e+00 5.4032973327e-01 1.1368693815e+00 4970 4983
1.5 0.33333333 1.309 3.5183954715e-01 2.3455969810e-01 8.3880279872e-01 7.3573554614e-01 5.4227165924e+00 5.4032973327e-01 1.1400873631e+00 4970 4983
1.5 0.33333333 1.309 3.5644637273e-01 2.3763091515e-01 8.4122429102e-01 7.3573554614e-01 5.3332816778e+00 5.4032973327e-01 1.1433786167e+00 4970 4983
1.5 0.33333333 1.309 3.6111351796e-01 2.4074234531e-01 8.4370087193e-01 7.3573554614e-01 5.2456208261e+00 5.4032973327e-01 1.1467447459e+00 4970 4983
1.5 0.33333333 1.309 3.6584177265e-01 2.4389451510e-01 8.4623374583e-01 7.3573554614e-01 5.1596995950e+00 5.4032973327e-01 1.1501873877e+00 4970 4983
1.5 0.33333333 1.309 3.7063193694e-01 2.4708795796e-01 8.4882414227e-01 7.3573554614e-01 5.0754842049e+00 5.4032973327e-01 1.1537082131e+00 4970 4983
1.5 0.33333333 1.309 3.7548482145e-01 2.5032321430e-01 8.5147331639e-01 7.3573554614e-01 4.9929415267e+00 5.4032973327e-01 1.1573089283e+00 4970 4983
1.5 0.33333333 1.309 3.8040124739e-01 2.5360083160e-01 8.5418254949e-01 7.3573554614e-01 4.9120390688e+00 5.4032973327e-01 1.1609912746e+00 4970 4983
1.5 0.33333333 1.309 3.8538204677e-01 2.5692136451e-01 8.5695314954e-01 7.3573554614e-01 4.8327449652e+00 5.4032973327e-01 1.1647570299e+00 4970 4983
1.5 0.33333333 1.309 3.9042806244e-01 2.6028537496e-01 8.5978645165e-01 7.3573554614e-01 4.7550279631e+00 5.4032973327e-01 1.1686080089e+00 4970 4983
1.5 0.33333333 1.309 3.9554014832e-01 2.6369343222e-01 8.6268381872e-01 7.3573554614e-01 4.6788574111e+00 5.4032973327e-01 1.1725460639e+00 4970 4983
1.5 0.33333333 1.309 4.0071916952e-01 2.6714611301e-01 8.6564664186e-01 7.3573554614e-01 4.6042032478e+00 5.4032973327e-01 1.1765730858e+00 4970 4983
1.5 0.33333333 1.309 4.0596600244e-01 2.7064400163e-01 8.6867633966e-01 7.3573554614e-01 4.5310359831e+00 5.4032973327e-01 1.1806910027e+00 4970 4983
1.5 0.33333333 1.309 4.1128153498e-01 2.7418768999e-01 8.7177436169e-01 7.3573554614e-01 4.4593267029e+00 5.4032973327e-01 1.1849017847e+00 4970 4983
1.5 0.33333333 1.309 4.1666666667e-01 2.7777777778e-01 8.7494218826e-01 7.3573554614e-01 4.3890470532e+00 5.4032973327e-01 1.1892074440e+00 4970 4983
1.5 0.33333333 1.309 4.6259916101e-01 3.0839944067e-01 9.0313449370e-01 7.3573554614e-01 3.8727475224e+00 5.4032973327e-01 1.2275259751e+00 4969 4983
1.5 0.33333333 1.309 5.1359516104e-01 3.4239677403e-01 9.3680902628e-01 7.3573554614e-01 3.4339478693e+00 5.4032973327e-01 1.2732958618e+00 4969 4983
1.5 0.33333333 1.309 5.7021285743e-01 3.8014190495e-01 9.7698160884e-01 7.3573554614e-01 3.0612929828e+00 5.4032973327e-01 1.3278977942e+00 4969 4983
1.5 0.33333333 1.309 6.3307197467e-01 4.2204798311e-01 1.0248469204e+00 7.3573554614e-01 2.7450697515e+00 5.4032973327e-01 1.3929555610e+00 4969 4983
1.5 0.33333333 1.309 7.0286055442e-01 4.6857370295e-01 1.0818082093e+00 7.3573554614e-01 2.4769687807e+00 5.4032973327e-01 1.4703764349e+00 4968 4983
1.5 0.33333333 1.309 7.8034248667e-01 5.2022832445e-01 1.1495138257e+00 7.3573554614e-01 2.2498850785e+00 5.4032973327e-01 1.5624008270e+00 4968 4983
1.5 0.33333333 1.309 8.6636587113e-01 5.7757724742e-01 1.2298963175e+00 7.3573554614e-01 2.0577400661e+00 5.4032973327e-01 1.6716554256e+00 4968 4983
1.5 0.33333333 1.309 9.6187230027e-01 6.4124820018e-01 1.3252215808e+00 7.3573554614e-01 1.8953367716e+00 5.4032973327e-01 1.8012200005e+00 4968 4983
1.5 0.33333333 1.309 1.0679071658e+00 7.1193811056e-01 1.4381444269e+00 7.3573554614e-01 1.7582323554e+00 5.4032973327e-01 1.9547029289e+00 4968 4983
1.5 0.33333333 1.309 1.1856311015e+00 7.9042073433e-01 1.5717738682e+00 7.3573554614e-01 1.6426298306e+00 5.4032973327e-01 2.1363299306e+00 4968 4983
1.5 0.33333333 1.309 1.3163326868e+00 8.7755512451e-01 1.7297493895e+00 7.3573554614e-01 1.5452854082e+00 5.4032973327e-01 2.3510477353e+00 4968 4983
1.5 0.33333333 1.309 1.4614425516e+00 9.7429503441e-01 1.9163300559e+00 7.3573554614e-01 1.4634291621e+00 5.4032973327e-01 2.6046451961e+00 4968 4983
1.5 0.33333333 1.309 1.6225490358e+00 1.0816993572e+00 2.1364986415e+00 7.3573554614e-01 1.3946970785e+00 5.4032973327e-01 2.9038948202e+00 4968 4983
1.5 0.33333333 1.309 1.8014155744e+00 1.2009437162e+00 2.3960833152e+00 7.3573554614e-01 1.3370728228e+00 5.4032973327e-01 3.2567181616e+00 4968 4983
1.5 0.33333333 1.309 2.0000000000e+00 1.3333333333e+00 2.7018998270e+00 7.3573554614e-01 1.2888378039e+00 5.4032973327e-01 3.6723790786e+00 4968 4983
1.5 0.33333333 1.309 2.0529958082e+00 1.3686638721e+00 2.7865143666e+00 7.3573554614e-01 1.2780657857e+00 5.4032973327e-01 3.7873858089e+00 4968 4983
1.5 0.33333333 1.309 2.1073958942e+00 1.4049305961e+00 2.8746493901e+00 7.3573554614e-01 1.2677677647e+00 5.4032973327e-01 3.9071775249e+00 4968 4983
1.5 0.33333333 1.309 2.1632374685e+00 1.4421583123e+00 2.9664474118e+00 7.3573554614e-01 1.2579239187e+00 5.4032973327e-01 4.0319479293e+00 4968 4983
1.5 0.33333333 1.309 2.2205587275e+00 1.4803724850e+00 3.0620566215e+00 7.3573554614e-01 1.2485152116e+00 5.4032973327e-01 4.1618984398e+00 4968 4983
1.5 0.33333333 1.309 2.2793988797e+00 1.5195992531e+00 3.1616311101e+00 7.3573554614e-01 1.2395233627e+00 5.4032973327e-01 4.2972384937e+00 4968 4983
1.5 0.33333333 1.309 2.3397981726e+00 1.5598654484e+00 3.2653311023e+00 7.3573554614e-01 1.2309308182e+00 5.4032973327e-01 4.4381858664e+00 4968 4983
1.5 0.33333333 1.309 2.4017979202e+00 1.6011986135e+00 3.3733232000e+00 7.3573554614e-01 1.2227207229e+00 5.4032973327e-01 4.5849670003e+00 4968 4983
1.5 0.33333333 1.309 2.4654405311e+00 1.6436270207e+00 3.4857806345e+00 7.3573554614e-01 1.2148768933e+00 5.4032973327e-01 4.7378173487e+00 4968 4983
1.5 0.33333333 1.309 2.5307695379e+00 1.6871796919e+00 3.6028835290e+00 7.3573554614e-01 1.2073837919e+00 5.4032973327e-01 4.8969817320e+00 4968 4983
1.5 0.33333333 1.309 2.5978296264e+00 1.7318864176e+00 3.7248191713e+00 7.3573554614e-01 1.2002265021e+00 5.4032973327e-01 5.0627147089e+00 4968 4983
1.5 0.33333333 1.309 2.6666666667e+00 1.7777777778e+00 3.8517822979e+00 7.3573554614e-01 1.1933907044e+00 5.4032973327e-01 5.2352809622e+00 4968 4983
1.5 0.33333333 1.309 3.0885169153e+00 2.0590112769e+00 4.6681262041e+00 7.3573554614e-01 1.1603570056e+00 5.4032973327e-01 6.3448425573e+00 4968 4983
1.5 0.33333333 1.309 3.5771012761e+00 2.3847341840e+00 5.6910684164e+00 7.3573554614e-01 1.1349349455e+00 5.4032973327e-01 7.7352092695e+00 4968 4983
